idx,query,text,negative_score,neutral_score,positive_score,compound_score
708,police brutality,U are talking to men  women who may have lost their children relatives  friends at the hands of this regime due to Poor health facilities Police brutality they had all the right to peacefully show their dissatisfaction its a pity the speaker died but they are not to blame. ,0.214,0.667,0.119,-0.5261
709,police brutality,New York firemen backed up by police turn fire hoses on rioters in Rochester New York on July   in an effort to quell the street disturbance. Set off by reports of police brutality during an arrest on July  the Rochester riot lasted several days. ,0.277,0.702,0.02,-0.9313
710,police brutality,Sun Jul   Oakland California - Protester singled out chased and arrested WATCH:  OaklandCalifornia OPD blacklivesmatter blm defundthepolice abolishthepolice,0.162,0.838,0.0,-0.4767
711,police brutality,DO NOT FORGET THE VIOLENCE during the protests for freedom AKA Macron and his Great reset buddies:   Violence erupts during Paris protest against police brutality       ,0.277,0.392,0.331,0.5179
712,police brutality,This white car will not witness any police brutality/J ,0.0,1.0,0.0,0.0
713,police brutality,The white car will not witness any police brutality/J  cops pull over a driverless Cruise vehicle ,0.0,1.0,0.0,0.0
714,police brutality,Next election is between those who organized and fought to end police brutality injustice and corruption VERSUS those who refuse to speak up against it in public and supported the brutalities and massacre secretly! Sowore for president Elections ,0.319,0.635,0.046,-0.9299
715,police brutality,We have realized that police and army brutality won't stop if we don't vote out the parties that tolerates compensates and uses it to torment citizens and critics of their incompetence. Vote sowore for president elections,0.211,0.688,0.102,-0.7106
716,police brutality, years of APCPDP misgovernment they have failed to provide free education standard and modern roads renewable energy they used police and army brutality to intimidate and kill citizens. We must vote them out of power! Sowore for president elections,0.268,0.629,0.103,-0.8655
717,police brutality,among all the shootings of civilians by police last year only  were unarmed black americans.   i said “only” because of the many lies being spread by BLM that cops are out to get black people.   the way “police brutality” has literally turned into boy-who-cried-wolf. Lol,0.059,0.882,0.059,0.0
718,police brutality,Zimbabwean men are cowards really. Lesotho Police are just as brutal as Zim Police but Lesotho recently went on national shut calling for better living wages of Firm workers. Same eSwatini Police isn't any better when it comes to brutality but eSwatini citizens recently went... ,0.142,0.722,0.136,-0.09
719,police brutality,Not to mention police brutality against French citizens..( Gilet Jeune). ,0.308,0.692,0.0,-0.6124
720,police brutality,Sun May   Seattle Washington - Law enforcement officers throw flashbangs into peaceful crowd WATCH:  SeattleWashington SPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,0.849,0.151,0.4939
721,police brutality,Why would anybody want to vote for a man like Macron? A president who shut out his  people from daily life who were unable to access basics things like transport for not taking the vax! He also thought it normal to use police brutality against his own people - week in week out!,0.07,0.809,0.121,0.2225
722,police brutality,This is the reason that BLM exists and it's why people say DefundThePolice.  Only corruption could clear these people.  The brutality of the police unchecked  on so many protesters in so many cities was breathtaking because they just didn't give a fuck who they hurt. ,0.171,0.678,0.151,-0.2797
723,police brutality,years of this administration has led to increasing in police brutality Poverty Insecurity Poor electricity Unemployment Ethnic division ASUU strikes etc. NIGERIANS DESERVE BETTER.  Nigerians in Poland prefer to stay in prison than come back home MoMyGuy Moghalu ,0.394,0.54,0.065,-0.9536
724,police brutality,I just listed this piece on @opensea  STOP POLICE BRUTALITY which speaks about EndSARS protest.  It's on .Eth   NFTCollectibles NFTCommunity NFTdrops shill NFTCollection nftcollector BlackLivesMatter NFT nftart ,0.296,0.704,0.0,-0.8647
725,police brutality,Police brutality - will citizens ever rise up to this and demand resignation of Minister of Police? ,0.372,0.628,0.0,-0.7717
726,police brutality,Things that grew under this admin though Kidnapping  Inflation Rate Banditry Terrorism Dollar Debt Profile  Unemployment Rate Police Brutality (End SARS) Unsanctioned Raids and Harassment (NDLEA EFCC) Brain Drain (Japa) Mortality Rate Poverty Corruption Business Exits.,0.409,0.591,0.0,-0.9674
727,police brutality,Thu Aug   Portland Oregon - Police shove man with disability WATCH:  PortlandOregon PPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
728,police brutality,Any Presidential candidate that includes CONTINUITY in their manifesto is automatically a terrorist to me. They is absolutely nothing to continue with in the present admissions. Unless they want to continue Killing Borrowing. Asuu strike. Stealing. Police brutality. SAY NO TO APC,0.376,0.601,0.023,-0.968
729,police brutality,The hunger the unemployment the death rate police brutality unvisited and many other vices in this administration. And you still want to continue that? Haba! Have pity Prof!  Even our power grid is still down ,0.34,0.632,0.028,-0.9358
730,police brutality,Funny you mentioned terrorists attack and left police brutality out ,0.557,0.299,0.144,-0.8519
731,police brutality,“If you are not able to run and tackle people properly you shouldnt have an opinion of police brutality” ,0.0,1.0,0.0,0.0
732,police brutality,Well you need to find the right answer to police brutality to Black Americans.  It looks like many of them are just plain racist and the fact that they are paid by our tax money as they harass and kill us is wrong. ,0.319,0.604,0.077,-0.9468
733,police brutality,Police Brutality Officer Harmon you stay away from me no means no I have a pic of you pulled up in the parking lot next to me I gotcha,0.268,0.732,0.0,-0.8126
734,police brutality,Sun May   Los Angeles California - Police shoot crowd of unarmed protesters with rubber bullets WATCH:  LosAngelesCalifornia LAPD blacklivesmatter blm defundthepolice abolishthepolice,0.185,0.815,0.0,-0.5106
735,police brutality,thread regarding feb. th police brutality incident at purdue. ,0.333,0.667,0.0,-0.6124
736,police brutality,Colin Kaepernick an American civil rights activists advocated against police brutality. SocialJustice PHED,0.25,0.75,0.0,-0.6124
737,police brutality,Has to be clear distinction that family wasn't coerced or blackmailed as happened in the s  early s. People still remember the brutality of the counter-terror Ikhwan. Jammu and Kashmir: Police to seize property of those harbouring terrorist ,0.187,0.711,0.101,-0.7176
738,police brutality,Washington States body votes to strengthen anti-police brutality bill -      Racism,0.466,0.402,0.132,-0.7783
739,police brutality,Watch police brutality on Muslims of khargone in Madhya Pradesh.We are living in a fascist islamophobic India.IndianMuslimsUnderAttackIslamophobia ,0.352,0.648,0.0,-0.8225
740,police brutality,Cops Ruled Justified in Cracking Innocent Elderly Man's Skull Leaving Him Hospitalized for a Month - getinvolvedyoulivehere: This was one of the more cruel and disturbing acts of violence carried out during the anti-police brutality protests... ,0.323,0.573,0.104,-0.9128
741,police brutality,IndianMuslimsUnderAttack Watch police brutality on Muslims of khargoneMP We are living in a fascist islamophobic state.IndianMuslimsUnderAttack ,0.369,0.631,0.0,-0.8225
742,police brutality,Daisy screams police brutality shes the biggest red flag ever,0.437,0.563,0.0,-0.7351
743,police brutality,Fire the arbiter. Outlaw arbitration for police brutality cases. Totally corrupt. It was clear violent assault and blatant disregard for human life and rights both. ,0.429,0.503,0.069,-0.9274
744,police brutality,Monday April   -In Memoriam: ToAll The Families who have Lost A Loved One Due to A Gun Related Act of Violence Systemic Racism Prejudice Police Brutality or Any Act of Violence Caused by Malevolent Perpetrators who Care Not For The Lives of T…,0.408,0.481,0.11,-0.9595
745,police brutality,Police brutality. Please Retweet as many as you can. @asiacom @AlJazeera @ABC @BBC @BBCBreaking @BBCNewsAsia @BreakingNews @bernamadotcom @BakhtarNA @CNBC @CNBCnow @CBS @CNN @cnnbrk @CBCAlerts @hongkong_news @Reuters @ReutersAsia @RBTHIndonesia ,0.124,0.805,0.071,-0.4019
746,police brutality,i think a lot of (white) people support acab less because they actually care about police brutality and racism and more so because they simply don't like being told what to do. tee bee aych ,0.231,0.635,0.134,-0.6497
747,police brutality,// elder abuse police brutality ,0.732,0.268,0.0,-0.8481
748,police brutality,Fri May   Minneapolis Minnesota - Police force press and local business owner into store WATCH:  MinneapolisMinnesota MPD blacklivesmatter blm defundthepolice abolishthepolice,0.0,1.0,0.0,0.0
749,police brutality,I hope that Black Americans are very satisfied with The defuckrats since they appointed a black female to the SC. I dont want to hear about discrimination or police brutality anymore. this should be the fix for all their problems. I hope that they werent expecting anything else ,0.145,0.693,0.162,0.2432
750,police brutality,Saw that on TV case of Police Brutality. ,0.364,0.636,0.0,-0.6124
